Frequency,amp(Vo4),phase(Vo4)
11811.453310000001,-46.914505200000001,-179.66341750000001
12179.702240000001,-47.448077939999997,-179.79907449999999
12559.43216,-47.988802890000002,-180.15582649999999
12951.00102,-48.514299399999999,-180.12476169999999
13354.77794,-49.048723209999999,-180.2769993
13771.14352,-49.579634179999999,-180.42416750000001
14200.490239999999,-50.11634231,-180.55691640000001
14643.222820000001,-50.646830110000003,-180.73829269999999
15099.758599999999,-51.179637049999997,-180.84584559999999
15570.52792,-51.71780553,-181.0569941
16055.974550000001,-52.248387639999997,-181.10756670000001
16556.556069999999,-52.787199690000001,-181.32221340000001
17072.74437,-53.318739649999998,-181.39274800000001
17605.026010000001,-53.84608326,-181.48918879999999
18153.902740000001,-54.381910990000002,-181.6032764
18719.891950000001,-54.913201999999998,-181.71869219999999
19303.527160000001,-55.451105929999997,-181.8919616
19905.358530000001,-55.97743397,-181.86879669999999
20525.95336,-56.51115197,-181.9898211
21165.896639999999,-57.0470373,-182.14829180000001
21825.79161,-57.579586910000003,-182.23409340000001
22506.260310000001,-58.112459710000003,-182.31981429999999
23207.944169999999,-58.646359889999999,-182.3950036
23931.50462,-59.17980755,-182.49814699999999
24677.62371,-59.712160619999999,-182.563592
25447.00476,-60.249704659999999,-182.67206150000001
26240.373009999999,-60.777121530000002,-182.77256370000001
27058.476330000001,-61.31177778,-182.84030060000001
27902.085869999999,-61.843798829999997,-182.8569588
28771.996869999999,-62.380938200000003,-182.9180868
29669.029310000002,-62.909898650000002,-183.011864
30594.02879,-63.446053020000001,-183.09634589999999
31547.86722,-63.97383035,-183.10125769999999
32531.443739999999,-64.513697579999999,-183.23552290000001
33545.6855,-65.042137600000004,-183.29319860000001
34591.54855,-65.579526240000007,-183.31914509999999
35670.018750000003,-66.112549979999997,-183.41736650000001
36782.112719999997,-66.641866429999993,-183.41720230000001
37928.878750000003,-67.183841099999995,-183.5431456
39111.397819999998,-67.711183149999997,-183.58607839999999
40330.784610000002,-68.248998499999999,-183.6252417
41588.188560000002,-68.777097119999993,-183.66826750000001
42884.794929999996,-69.311183389999997,-183.6617469
44221.825960000002,-69.84632852,-183.73944979999999
45600.541969999998,-70.377101019999998,-183.81047820000001
47022.242590000002,-70.912037900000001,-183.88380839999999
48488.267959999997,-71.445520259999995,-183.91321809999999
50000,-71.981815539999999,-183.9409708
